"id","category_id","industry_id"
"282",77,3
"283",77,4
"284",77,5
"285",78,1
"286",78,3
"287",78,4
"288",78,5
"289",79,1
"290",79,3
"291",79,4
"292",79,5
"293",80,1
"294",80,3
"295",80,4
"296",80,5
"297",81,1
"298",81,3
"299",81,4
"300",81,5
"301",82,1
"302",82,3
"303",82,4
"304",82,5
"305",83,1
"306",83,3
"307",83,4
"308",83,5
"309",84,1
"310",84,3
"311",84,4
"312",84,5
"313",85,1
"314",85,3
"315",85,4
"316",85,5
"317",86,1
"318",86,3
"319",86,4
"320",86,5
"321",87,1
"322",87,3
"323",87,17
"324",88,1
"325",88,3
"326",88,4
"327",88,5
"328",89,1
"329",89,3
"330",89,4
"331",89,12
"332",89,26
"333",90,1
"334",90,3
"335",90,4
"336",90,12
"337",90,26
"338",91,1
"339",91,2
"340",91,3
"341",91,4
"342",91,12
"343",92,3
"344",92,4
"345",93,3
"346",93,4
"347",93,5
"348",94,3
"349",94,4
"350",94,15
"351",95,2
"352",95,3
"353",95,4
"354",96,3
"355",96,4
"356",96,5
"357",97,1
"358",97,3
"359",97,12
"360",97,26
"361",98,1
"362",98,3
"363",98,4
"364",98,6
"365",98,8
"366",98,21
"367",98,26
"368",98,28
"369",99,1
"370",99,3
"371",99,4
"372",100,3
"373",100,4
"374",100,8
"375",101,3
"376",101,6
"377",101,15
"378",101,21
"379",102,6
"380",102,8
"381",102,21
"382",102,26
"383",103,1
"384",103,2
"385",103,3
"386",103,4
"387",103,9
"388",104,1
"389",104,2
"390",104,3
"391",104,4
"392",104,8
"393",105,1
"394",106,1
"395",107,1
"396",108,1
"397",108,15
"398",109,1
"399",110,1
"400",111,1
"401",112,1
"402",113,1
"403",114,1
"404",115,1
"405",116,1
"406",117,1
"407",118,1
"408",119,1
"409",120,1
"410",121,1
"411",122,1
"412",122,2
"413",123,1
"414",124,1
"415",125,1
"416",126,1
"417",127,1
"418",128,1
"419",129,1
"420",130,1
"421",131,1
"422",131,17
"423",132,1
"424",133,1
"425",134,9
"426",134,10
"427",135,9
"428",135,10
"429",136,9
"430",136,10
"431",137,9
"432",137,10
"433",138,9
"434",138,10
"435",139,9
"436",139,10
"437",140,9
"438",140,10
"439",141,9
"440",141,10
"441",142,9
"442",142,10
"443",143,9
"444",143,10
"445",144,21
"446",144,27
"447",145,21
"448",145,27
"449",146,21
"450",146,27
"451",147,21
"452",147,27
"453",148,21
"454",148,27
"455",149,21
"456",149,27
"457",150,21
"458",150,27
"459",151,21
"460",151,27
"461",152,21
"462",152,27
"463",153,20
"464",154,20
"465",155,20
"466",156,20
"467",157,24
"468",157,25
"469",158,24
"470",158,25
"471",159,24
"472",159,16
"473",160,24
"474",160,16
"475",160,2
"476",160,25
"477",161,24
"478",161,2
"479",161,8
"480",162,24
"481",162,16
"482",162,25
"483",163,24
"484",163,25
"485",163,1
"486",163,8
"487",164,24
"488",164,2
"489",164,1
"490",164,28
"491",165,24
"492",165,25
"493",165,2
"494",165,8
"495",165,1
"496",166,24
"497",166,2
"498",166,1
"499",166,8
"500",167,24
"501",167,8
"502",167,1
"503",168,24
"504",168,8
"505",168,28
"506",168,1
"507",169,24
"508",169,1
"509",169,2
"510",169,3
"511",170,24
"512",170,1
"513",170,4
"514",170,3
"515",170,2
"516",171,17
"517",172,17
"518",172,12
"519",172,18
"520",173,12
"521",173,26
"522",174,12
"523",174,26
"524",175,12
"525",175,13
"526",175,26
"527",176,12
"528",176,13
"529",176,26
"530",177,12
"531",177,8
"532",177,1
"533",178,17
"534",178,12
"535",178,8
"536",178,3
"537",178,1
"538",179,12
"539",179,1
"540",179,3
"541",179,4
"542",180,1
"543",180,2
"544",181,13
"545",181,26
"546",182,13
"547",182,26
"548",183,13
"549",183,28
"550",184,13
"551",184,3
"552",184,1
"553",184,4
"554",184,12
"555",185,13
"556",185,26
"557",185,12
"558",186,13
"559",186,26
"560",187,13
"561",187,26
"562",188,13
"563",188,26
"564",188,12
"565",189,13
"566",189,26
"567",189,12
"568",190,8
"569",190,5
"570",190,21
"571",191,8
"572",191,5
"573",191,21
"574",191,6
"575",192,8
"576",192,5
"577",192,6
"578",192,3
"579",192,4
"580",192,1
"581",193,8
"582",193,5
"583",193,21
"584",193,2
"585",194,2
"586",194,1
"587",194,24
"588",195,2
"589",195,1
"590",196,2
"591",196,1
"592",196,3
"593",197,10
"594",197,27
"595",197,20
"596",197,13
"597",197,15
"598",197,26
"599",197,29
"600",197,12
"601",197,21
"602",197,28
"603",197,6
"604",197,14
"605",197,19
"606",197,18
"607",198,22
"608",198,26
"609",198,29
"610",198,28
"611",198,13
"612",199,22
"613",199,26
"614",199,29
"615",199,28
"616",199,13
"617",200,26
"618",200,29
"619",200,28
"620",200,22
"621",200,13
"622",200,8
"623",200,3
"624",200,21
"625",201,26
"626",201,29
"627",201,28
"628",201,22
"629",201,13
"630",202,26
"631",202,29
"632",202,28
"633",202,22
"634",203,26
"635",203,29
"636",203,28
"637",203,22
"638",203,13
"639",203,6
"640",204,26
"641",204,29
"642",204,28
"643",204,22
"644",204,13
"645",205,26
"646",205,29
"647",205,28
"648",205,22
"649",205,13
"650",205,6
"651",206,3
"652",206,15
"653",206,26
"654",206,29
"655",206,22
"656",206,28
"657",207,3
"658",207,15
"659",207,26
"660",207,29
"661",207,22
"662",207,13
"663",207,19
"664",207,28
"665",208,13
"666",208,19
"667",208,3
"668",208,15
"669",208,22
"670",208,28
"671",209,13
"672",209,20
"673",209,22
"674",209,28
"675",210,13
"676",210,20
"677",210,22
"678",210,28
"679",211,13
"680",211,20
"681",211,22
"682",211,28
"683",211,17
"684",212,3
"685",212,15
"686",212,19
"687",212,16
"688",212,22
"689",212,28
"690",213,3
"691",213,15
"692",213,19
"693",213,16
"694",213,22
"695",213,28
"696",213,10
"697",213,9
"698",214,26
"699",214,29
"700",214,28
"701",214,22
"702",214,13
"703",214,6
"704",215,6
"705",215,10
"706",215,9
"707",215,28
"708",215,22
"709",216,6
"710",216,10
"711",216,9
"712",216,28
"713",216,22
"714",217,6
"715",217,10
"716",217,9
"717",217,28
"718",217,22
"719",218,21
"720",218,27
"721",218,6
"722",218,24
"723",218,25
"724",218,4
"725",219,6
"726",219,8
"727",219,3
"728",219,21
"729",219,7
"730",219,26
"731",219,13
"732",219,22
"733",220,21
"734",220,27
"735",220,6
"736",220,24
"737",220,25
"738",220,8
"739",221,6
"740",221,21
"741",221,27
"742",221,7
"743",222,6
"744",222,21
"745",222,27
"746",222,7
"747",222,24
"748",222,25
"749",223,6
"750",223,21
"751",223,27
"752",223,7
"753",224,6
"754",224,21
"755",224,27
"756",224,7
"757",225,6
"758",225,21
"759",225,27
"760",226,6
"761",226,21
"762",226,27
"763",226,7
"764",226,24
"765",226,25
"766",227,6
"767",227,21
"768",227,27
"769",227,7
"770",228,6
"771",228,21
"772",228,27
"773",229,6
"774",229,21
"775",229,27
"776",230,6
"777",230,21
"778",230,27
"779",230,7
"780",231,14
"781",231,9
"782",232,14
"783",232,9
"784",233,14
"785",234,14
"786",234,21
"787",234,6
"788",235,14
"789",235,21
"790",235,6
"791",236,14
"792",236,21
"793",236,6
"794",237,14
"795",237,9
"796",238,14
"797",238,21
"798",238,6
"799",239,14
"800",239,21
"801",239,6
"802",240,14
"803",240,21
"804",240,6
"805",241,14
"806",241,9
"807",242,14
"808",242,3
"809",242,15
"810",242,19
"811",242,16
"812",243,19
"813",243,16
"814",244,19
"815",244,16
"816",245,19
"817",245,16
"818",246,19
"819",247,19
"820",248,19
"821",249,19
"822",250,19
"823",251,19
"824",251,16
"825",251,15
"826",252,16
"827",253,16
"828",254,16
"829",255,16
"830",256,16
"831",257,16
"832",258,16
"833",259,18
"834",259,28
"835",259,29
"836",259,22
"837",259,26
"838",260,18
"839",260,19
"840",260,13
"841",260,15
"842",260,16
"843",260,8
"844",260,7
"845",261,18
"846",261,19
"847",261,16
"848",261,15
"849",262,18
"850",262,19
"851",262,16
"852",262,15
"853",262,3
"854",262,21
"855",262,28
"856",263,4
"857",263,1
"858",263,2
"859",264,3
"860",264,4
"861",264,1
"862",264,2
"863",265,3
"864",265,4
"865",265,1
"866",266,3
"867",266,4
"868",266,1
"869",267,3
"870",267,4
"871",267,1
"872",268,3
"873",268,4
"874",268,1
"875",268,2
"876",269,3
"877",269,4
"878",269,1
"879",270,3
"880",270,4
"881",270,1
"882",270,2
"883",271,3
"884",271,4
"885",271,1
"886",271,2
"887",272,3
"888",272,4
"889",272,1
"890",273,3
"891",273,4
"892",273,5
"893",274,3
"894",274,4
"895",274,5
"896",275,3
"897",275,4
"898",275,5
"899",276,3
"900",276,4
"901",276,1
"902",276,2
"903",277,3
"904",277,4
"905",277,5
"906",278,3
"907",278,4
"908",278,5
"909",278,2
"910",279,3
"911",279,4
"912",279,5
"913",279,2
"914",280,3
"915",280,4
"916",280,2
"917",281,21
"918",281,6
"919",282,21
"920",283,21
"921",283,6
"922",284,21
"923",284,6
"924",285,21
"925",285,6
"926",286,21
"927",286,6
"928",287,21
"929",288,21
"930",289,21
"931",290,21
"932",290,6
"933",290,7
"934",291,21
"935",291,6
"936",291,7
"937",292,21
"938",292,6
"939",292,7
"940",293,10
"941",293,9
"942",293,11
"943",294,10
"944",294,9
"945",294,11
"946",295,10
"947",295,9
"948",295,11
"949",296,10
"950",296,9
"951",296,11
"952",297,10
"953",297,9
"954",297,11
"955",298,10
"956",298,9
"957",298,11
"958",299,10
"959",299,9
"960",299,11
"961",300,10
"962",300,9
"963",300,11
"964",301,1
"965",301,2
"966",301,25
"967",302,25
"968",303,1
"969",303,2
"970",303,25
"971",304,25
"972",305,21
"973",305,6
"974",305,7
"975",306,21
"976",306,6
"977",306,7
"978",307,21
"979",307,6
"980",307,3
"981",307,4
"982",307,1
"983",308,21
"984",308,6
"985",309,21
"986",309,6
"987",309,3
"988",309,1
"989",309,7
"990",310,3
"991",311,10
"992",311,9
"993",311,11
"994",312,3
"995",312,12
"996",312,15
"997",312,16
"998",312,17
"999",312,19
"1000",312,20
